entity1,entity2
DCC,FYN
DDX23,HNRNPK
INTS1,INTS7
FYN,PRKACA
CASTOR2,NPRL3
CCNT1,CDK12
CEBPZ,NOL6
CEBPZ,DDX50
MRPL3,MRPS28
EMG1,FBLL1
FASTKD2,MRPL41
ABLIM1,FYN
ATP5F1C,MT-ATP6
AQR,SRRM2
GADD45GIP1,MRPL47
DIAPH1,PXN
DHX29,UPF1
CAPZA2,DCTN2
ANK3,SCN8A
KPNA3,NFKBIB
ELP1,ELP4
MAN1A1,MAN2A1
MAGI1,SYNPO
DNA2,RAD50
GNAI3,LTB4R2
NDUFAB1,NDUFC2
NUP205,NUP85
ABT1,RIOX2
NDUFA5,UQCRC2
MCM3,MCM7
HERC5,NIFK
KIF20A,KIF2C
MRPS27,MRPS28
CDK9,LARP7
CCDC137,RSBN1L
MRPL17,MRPS25
G3BP1,RPS27L
GTF2H1,POLR2K
ATR,E2F1
AP3B1,CLTC
MFAP1,SNRPD3
LARP1,NOP16
MCRS1,TFPT
DDX10,DHX30
DIAPH1,EGF
FYN,MS4A1
LSM7,MTREX
DDX5,THOC1
DDX24,SMARCA5
CENPS,FANCM
AATF,KRI1
AQR,RAB43
CSNK2A2,SLC18A2
BRIX1,SPOUT1
DNM1L,GRIA2
MCM2,RPA1
CDK5,GOLGA2
NDUFA7,NDUFAB1
DAPK3,GSN
C12orf43,DHX29
CSNK2A1,GPATCH2
DERA,TYMP
HDAC2,MBD3
ATF1,CAMK2G
DHX29,RRS1
MORF4L2,VPS72
C8orf33,SURF6
ERAL1,MRPS22
DHX35,RBM22
CCT4,STRN3
NDUFA8,NDUFAF4
HNRNPU,PRPF6
MRPS10,MRPS2
DDX10,MAK16
ABT1,IGF2BP3
ACTB,ACTR3
JUP,TCF7
AXIN1,PPP1CB
KAT2A,TADA3
DDX39B,MAGOH
BCAS2,THOC2
MRPS22,NIFK
DDX24,SKIV2L
MRPL42,MRPL48
MLST8,PRR5
DVL2,GSK3B
BAX,GSK3B
ITPR3,PRKACG
GPI,MPI
DDX5,SRRT
CTU1,CTU2
EEF1A1,GRWD1
EEF2,RPL34
CENPF,FNTA
EGLN2,HIF1A
CCNC,POLR2A
BTBD2,CUL2
ALDOC,FBP1
G3BP1,NAT10
MRPL52,NGRN
CFL2,LDHAL6B
ARHGEF11,RHOB
CAND1,CUL1
NIFK,UTP23
FAN1,FANCI
CWF19L2,PRPF8
DDX27,KRI1
DNM1,DNM2
ACTB,ILK
AXIN1,LAMTOR2
CDKN2B,FOXO1
ELP4,H4C15
FBXW7,GATA2
MRPL54,MRPS25
IGF2BP3,KRI1
HNRNPM,TFIP11
DHX29,RSBN1L
MCM7,POLE2
NEXN,SSH2
GTF2E2,POLR2B
HNRNPF,HNRNPM
BSG,GNPAT
GTPBP6,SARS2
AP2M1,DAB2
GTF3A,OPTN
NCAPD3,NCAPG
DLAT,PDHX
MRPL30,MRPS18B
MRPL42,MRPS5
CDC20,USP44
DDX5,PIAS1
FASTKD1,MON2
G3BP1,RPS13
DCTN1,NIN
BMF,MCL1
HMG20B,MTA1
GNA13,PALM
GTF2E1,MNAT1
G3BP1,RPL14
GADD45GIP1,MRPL15
ACTB,P2RX7
ITGB1,LUM
LSM7,SRSF2
GRPEL1,PALLD
GNG12,OCIAD1
DDX47,UTP20
H3C8,MCM2
JAG2,NOTCH2
BACH1,MXI1
NDUFA11,NDUFA12
BRIX1,PWP1
DDX56,EBNA1BP2
FN1,MYOM2
GSDMA,S100A14
COG1,COG7
HOXA10,RPS6KA5
KRI1,LARP1B
MKLN1,WDR26
BAX,MYCT1
API5,NMI
MED19,MED30
EEF2,RPL10L
BRSK1,CDC25B
FBLN5,GGNBP2
DDX17,HTATSF1
ALYREF,AQR
BBS12,BBS7
FAM3A,MFGE8
LARP7,ZNF629
DDX5,SNRPG
CALM3,SPTAN1
ATP5F1C,NDUFV2
CUL2,DDB2
ATP5F1C,ATP6V0C
CCDC137,DDX47
KDM4A,UBE2V2
HYAL2,MAN2A1
DNA2,POLD4
GSTP1,LDHAL6B
DDX21,EEF2
BBS10,CCT3
AGO1,DDX6
DDX10,POP1
BMS1,DCAF13
ATP5F1C,SDHB
LYAR,RPL27A
ALG5,DPAGT1
CSNK2A2,PHRF1
COLGALT2,PLOD2
AHCYL1,CSNK1A1
CETN2,ENY2
MAP2K7,TAB3
CCNC,MED24
GNPTAB,NEK2
CENPC,PLPPR3
GAR1,RPS24
DKC1,UTP14A
MBD3,SNRPC
DKC1,KRI1
MRPL48,MRPS36
CYFIP2,KIAA1522
DIMT1,RPS4X
NDUFB4,NDUFB5
DVL2,FZD1
HP1BP3,NVL
HDAC3,MECP2
DDX10,PDCD11
MRPL22,MRPL33
LYAR,ZNF22
CASC3,SNRNP200
CNOT6,CNOT6L
NIFK,ZBTB24
MRPL14,MRPL35
DIDO1,H3C13
CDK12,DDX39B
CETN2,RBX1
FBXO38,NAA35
MCM7,ORC3
GOLGA2,SEC31A
NKRF,UTP18
BARD1,WRN
IMP4,MRPS22
KLF13,LCMT2
DDX10,NOP56
CENPM,NUP93
AQR,USP39
MRPL22,MRPS33
HGS,VPS36
GIT1,GIT2
EED,EPC1
KIF18B,SYBU
CCDC59,GAR1
CSK,HLA-DQA1
ACTG1,PPP1CB
FYN,NMT1
BCKDHB,DLST
C12orf43,LYAR
MORF4L2,RUVBL2
LARP1,LARP7
LTBR,PRC1
CDC40,LUC7L3
BOP1,DDX24
MRPL15,MRPL19
GATAD2A,KPNA4
HSPA4,OGT
CALM1,NFATC1
HMG20B,U2SURP
ARID4B,SMARCD1
MRPL22,MRPS7
CDK4,CDKN1C
HINT1,ME3
AP2M1,NUMB
CLIC1,PDIA4
DGKH,MAFG
BRIP1,FANCI
GMIP,RAC1
GTF2E2,POLR2G
DDX56,LLPH
ACTB,ACTN2
CTNNB1,NFKB1
G3BP2,RPL35A
DDX39B,RBM17
NDUFB10,NDUFB5
MEF2A,NFATC2
CALM3,ITPR2
ACTG2,BRIX1
ACTB,DTNA
CCT2,CCT4
MALSU1,MRPL49
DIDO1,ITGA5
CAMKK2,PRKAG2
ACTB,API5
IFNA1,IRF9
CFL2,DAPK3
LEP,LEPR
MRPS7,RPL18A
GADD45GIP1,MALSU1
HNRNPD,HNRNPDL
NDUFB5,NDUFV2
CCNY,FYN
MKI67,TPX2
ATR,KMT2A
AATF,UPF1
ADD2,DMTN
KDM1A,MBD2
FUT11,MAN2A1
CEBPZ,RSL1D1
KLF10,SIN3A
ITGB1,RAP1A
AP2M1,WNT5A
DDX5,GTF2A2
ATP6V1B2,LAMTOR5
KAT2A,TAF6L
ATR,MRE11
BRF1,GTF3A
EEF2,SRPK2
MRPL3,MRPL35
ACTG1,RAC1
MRM2,MTG1
FGF13,SCN1A
DDX21,DHX29
CDK2AP1,MBD2
DDX47,RPL36AL
IGF2BP1,NSUN2
ELMO2,SRC
CD151,MEI4
NKRF,RBM28
EEF2,RPS24
MRPL45,MRPS7
BACH1,KLF10
GTF2E1,POLR2A
NDUFA11,NDUFS6
AQR,CWF19L2
CTDP1,POLR2I
DDX17,RNPS1
NUP93,NUP98
CDC6,MCM3
LSM4,MFAP1
FYN,RRAS2
ABL1,BTK
AATF,RRS1
BRIX1,RPL27
LARP7,RPS26
GNAI3,STRN
DDX5,RBM8A
HNRNPM,SNW1
BSG,OS9
BTK,PIK3CA
DHX16,SRSF1
CHST12,LRIG1
CD36,FYN
MRPL39,MRPS22
NUFIP1,VAMP2
CSK,ITGB3
ATP5F1C,UQCRFS1
LYAR,RPL10A
KLF10,VHL
ACTB,PPP1R12A
AQR,GPATCH1
DDX39B,SF3B3
DHX15,WTAP
MRPL51,MRPS2
GAR1,RPS13
FYN,PAK3
LIG1,RPA2
CALM3,NOS1
BCKDHB,PDHX
AVEN,NOP16
LLGL1,PTPN21
NKRF,PUM3
HNRNPU,RPS16
NUP93,TMEM209
EIF3J,RPS2
KDM6B,N4BP2
NACA,RPL3
BACH1,TOPBP1
G3BP1,SSB
ARRB1,ARRB2
CDKN1C,GMNN
H4C15,NCOA3
ACTB,ARHGAP11A
AP2M1,SH3GL2
LARP7,RIOX1
C8orf33,ZNF574
GADD45GIP1,MRPL44
CDKN1B,RHOA
ACTG1,ANK1
ATP5F1A,CDCA8
JUP,TLN1
NDUFA11,NDUFB8
NDUFA8,NDUFS2
ATG13,MLST8
DDX47,RPL22L1
DRG1,RPL36A
NUP153,RANGAP1
BAX,PRKCZ
CHTF18,DDX11
GNS,GUSB
KIF21A,PHOX2A
DDX47,RPS10
ANAPC2,MAD2L1
DDX17,PPIE
AATF,RSBN1L
CDT1,MCM7
NMD3,TTC27
DNTTIP2,NOP14
DKC1,TERT
G3BP1,RPL32
CBX3,CENPK
DRG1,KNOP1
APOE,LRP8
FGFR4,NRAS
NMI,SMARCB1
MED22,MED30
HNRNPU,HSP90AA1
FOXO1,HDAC2
ASXL2,MBD6
MAFK,PRRX1
ACTR6,DMAP1
APOE,LRP1
DERA,TKTL1
ABL1,NCOA3
G3BP1,HSP90AB1
MAPKAPK2,RCSD1
NDUFB5,UQCR11
NAA10,RAP1GDS1
EPC1,MORF4L2
ACIN1,DHX15
CCNB1,MNAT1
BARD1,CSTF3
LUC7L3,SF3A3
CEBPZ,ZNF771
FN1,ITGB6
HNRNPU,SNRPA1
HNRNPH2,HNRNPM
DHX35,XAB2
MTMR10,MTMR2
C8orf33,NAT10
NFKB1,RPL30
ATP5MC3,UQCRFS1
ATP5F1E,ATP5MC3
DDX47,RACK1
MRPL35,MTERF3
FYN,PAK1
NSUN2,RPL18
CDK7,GTF2H3
DHX37,EMG1
MRPL15,MRPS34
KRI1,ZNF22
LMNB1,MCM2
D2HGDH,L2HGDH
ACTB,SPTBN1
NDUFA2,NDUFA6
GRWD1,RPL18
NOP16,YTHDC2
CALR,G3BP2
DDX56,PRDM15
BRIX1,PABPC4
ERO1A,ERP44
ERG,FLI1
CWC22,DHX16
DKC1,UPF1
CTDP1,POLR2H
CEBPZ,RRP1B
ANK3,SLC4A1
CUL1,IKBKE
HNRNPK,RBM22
MRPL28,MRPL50
C8orf33,RPS13
GTF2A2,GTF2H4
EIF2S1,RPL9P7
COG5,COG7
HP1BP3,ZCRB1
DRG1,PAK1IP1
KAT14,KAT2A
ACTG1,HSPB1
NOL12,NOP16
MEF2D,RPS6KA5
KAT2A,MED17
KLF10,SMAD9
DHX29,MYBBP1A
CUL7,RPL5
EEF2,RPL14
DIMT1,SLC25A4
MAP2K3,MAPKAPK5
FZD5,LRP5
BRIX1,MRPS22
ACTL6A,CDK8
DHX15,SF3A1
NDUFS2,PWWP3A
DDX17,PAXBP1
ARHGEF12,GNAQ
DDX47,PURA
CUL1,FBXO4
CDC45,GINS4
ABT1,PURA
HNRNPM,LUC7L2
FGF1,FGFR1
NUP93,SUPT16H
DKC1,RRS1
DDX21,LYAR
DVL2,PRICKLE3
AURKAIP1,MRPS30
ARF4,IKBKG
MRPL2,MRPS28
CAPZA2,LMO7
EIF3K,RPS3
DHX15,RBM10
DVL2,WWTR1
CDC45,MCM2
CYBA,DVL2
CCT2,TUBB2A
DHX35,RALY
CHPF2,FUT11
IMP4,KRI1
B3GNT5,B4GALT1
LYRM7,NDUFAB1
BMP2K,DAB2
ARSK,SIAE
BCAS2,PPIL2
DHX15,TCERG1
NDUFA3,NDUFB5
ACTB,YWHAE
BRIX1,ZC3H8
DDX47,SERBP1
AATF,NGFR
NDUFA3,NDUFA8
FANCI,RPA2
AP1G1,AP1S3
NOL11,NOP58
CCT2,CCT7
CASP3,GSN
GNAI3,OPRD1
C1GALT1,ST3GAL1
DOLK,DOLPP1
G3BP2,TUBA8
HNRNPD,HNRNPM
NUP54,POM121
BICD2,DCTN2
CENPB,KIF23
HIBCH,MRPS5
ABT1,XRN2
ISY1,MFAP1
DKC1,RSBN1L
ELMO2,IGHG1
MCRS1,UCHL5
ADRA2B,GNAI3
ACTA1,ACTB
HNRNPU,RFC4
MRPL12,MRPL28
CD151,ITGA3
CDKN1B,GMNN
MED30,OPA1
AVEN,LARP7
DICER1,FMR1
MRPL28,MRPL53
ARHGEF2,CAPZB
BDP1,GTF3C2
DHX15,HNRNPUL1
NUP93,RAE1
CCNC,SMARCE1
CCDC137,RPL13A
GGA3,M6PR
FDPS,IDI1
DHX15,THOC6
MRPS22,NOC4L
NDUFA8,UQCRB
HPCAL4,NUFIP1
DNM2,FKBP15
CDC42BPA,LIMK2
CDK7,MNAT1
MRPL22,RCC1L
ARHGEF11,SEMA4D
BBS10,CCT5
MRPL43,MRPL49
DDX47,ZNF622
CALCOCO2,SPPL2A
ABT1,ZNF622
BIRC2,BTK
DIMT1,RPL7
EIF3K,FAU
LYAR,RPL7
DHX15,TRA2B
ERCC2,GTF2E2
ABL1,FN1
BRAF,LAMTOR3
HNRNPK,MAPK8
MFAP1,SMNDC1
DDX56,ZBTB24
EIF2S1,EIF4A2
BTF3,G3BP2
ALKBH5,PTH1R
ANAPC4,CDC26
MRPS31,MRPS7
CUL3,KLHL9
CCT3,STIP1
CHRM5,GNAI3
CTBP1,SUMO1
ISCA1,ISCA2
FGFR4,STAT1
LARP7,WDR36
DDX39B,DDX46
GNAI3,GNB2
MRPL52,MRPS2
GADD45GIP1,MRPL49
CCT2,PDCD5
LTBR,SKI
INTS13,INTS7
CSNK2A2,STARD10
DOCK4,EEF2
NDUFA5,NDUFA7
MRPL43,MRPL48
MRPL20,MRPS28
FASTKD2,MRPL34
GRWD1,MAK16
MFAP1,PRPF4B
ICAM3,PRKCQ
DIMT1,WDR3
ADD3,ANK3
ARVCF,CDH5
NMI,YWHAQ
DIAPH1,MEMO1
GSN,MYL12B
CEP350,KIAA0753
IRF9,ISG15
ACTL6A,MCRS1
BMP2K,NUMB
HNRNPM,U2AF2
NOS1,NOS1AP
DR1,KAT2B
NCOA3,NR5A2
FANCE,FANCI
BCAS2,SMNDC1
CCNK,CDK9
GUSB,PLTP
DRG1,MOV10
IKBKB,NFKB1
GALE,GALT
NKRF,RPL15
LSM8,NMI
DIMT1,SUPT16H
NSUN2,RPL27
MYH9,SPECC1
CENPC,SRRT
ALDH5A1,GSTP1
MRPL22,MRPS35
EEF2,RPL13
DDX47,RPL37
ATF1,FTH1
AQR,SF3A2
CUL2,GPS1
IGF2R,VPS51
MRPL43,MRPS5
MYL12A,PAK2
MED28,MED6
GRWD1,RPL27
EEF2,RPS2
AP1G1,B2M
BCAS2,PRPF4B
NSUN2,PABPC1
FYN,RPS6KA3
MEAF6,MYC
KRI1,LARP1
HOXC9,MAPKAPK2
AQR,DDX17
FYN,PTPN5
CCDC137,DDX21
C8orf33,STAU1
FYN,KLRD1
CYP1A1,GSTP1
CBX5,H3C12
ATP13A3,CLCN3
ACTG1,RAI14
HOXA10,HOXB6
CUL7,MRPS6
NDUFA2,NDUFA5
G3BP1,RPS29
CEBPZ,LARP7
ABT1,SDAD1
FOXO1,NR3C1
FLII,GSN
HNRNPK,SNRPD2
CCT4,PPP2CA
HNRNPK,ISY1
DHX16,THOC3
MRPL48,MRPS10
BAZ2A,SMARCA5
APPBP2,DDB2
ING3,MORF4L2
GTF2H3,TAF2
CTCF,DHX29
NIFK,TOE1
GTF2H3,TAF10
DCAF13,KRR1
DRG1,LARP1B
CHEK1,HUS1
COMT,IKBKB
CEBPZ,NSA2
DHX15,SF3B1
DDX56,RRP1B
MED17,MED28
DHX29,DHX30
G3BP2,NCL
CUL1,FZR1
CUL2,VHL
GAR1,SRRM1
MRPL35,MRPL43
AATF,RPS23
MCM10,WDHD1
CSNK1A1,YWHAQ
COPS5,CUL2
HNRNPM,MSH6
DDX56,PES1
ACTB,LRRFIP1
JUP,SRC
CHML,DENND1B
AP2A2,CLTC
CTBP1,UBE2D3
BRIX1,UTP14A
CBX3,CBX5
BRIX1,KRI1
G3BP2,NFKBIA
DDX47,RPL12
GOT2,PPIF
GOLT1B,SFT2D2
FGF13,SCN10A
LEPR,SH2B1
NIFK,ZC3H10
DEPDC5,KDM4B
ACTB,EMD
ACTL6A,SMARCC1
ARF5,CST3
CPSF3,CSTF2
EEF2,GNL3
MRPL51,MRPL52
GHDC,TEX264
MRPL42,MRPS18B
ARID4B,SMARCB1
CUL3,KLHL25
NSUN2,RPS27A
DNMT3B,H4C15
GNAI3,HTR4
CDCA3,CTDSP2
FYN,MAG
DDX56,NOP16
CTTN,MYO5C
NFKB1,PRKACG
GRWD1,RPS27A
NUP205,SMPD4
BTK,PIK3CD
CTNNB1,MYC
EMC2,EMC3
HNRNPM,RPS15
FEZ2,HEATR5A
MRPS18A,MRPS21
CDC42EP5,MAPK6
DHX9,MBD3
KAT2A,TBP
COPS3,CUL3
MAPK8,MCL1
MRPL2,MRPL35
ACTB,NRCAM
CCNT1,SMAD3
CCT2,UBA3
KPNA3,NRDC
EMD,HNRNPU
CBX5,CENPV
MLST8,PRKAG1
DDX17,DHX15
E2F4,EP300
DDX5,TARDBP
GUSB,PAM
ATP6V0E2,ATP6V1E1
HNRNPU,RPL6
CDC20,KIF2C
CUL1,DCUN1D1
NUP205,SEC13
EMG1,NOL6
CDC6,EXO1
DCAF13,WDR3
MBD3,SRRM1
HNRNPM,HNRNPU
ABT1,ZNF768
MCM2,MCM8
BANF1,HNRNPK
FZR1,PTTG1
CUL1,DCUN1D3
CLCN3,RRAGB
LIMS1,PARVG
CDK12,LUC7L3
INF2,LRRFIP1
HP1BP3,SPTY2D1
BSG,HSPA12B
DDX5,RCC2
FTSJ3,LYAR
NKRF,RPS24
HMG20B,ZMYM3
CBX4,CTBP2
CEP290,CNTRL
DDX5,GPATCH1
AP5M1,AP5S1
MRPL12,MRPL49
FZD5,WNT5A
GTPBP4,MRPS22
ANAPC4,CFAP97
CCNA1,CDC20
GADD45GIP1,MRPL17
BTK,SRC
MRPL28,MRPL37
ALG6,SIDT2
BCAS2,DDX39B
NUP153,NUP37
BOP1,NOP16
MRPS7,RPL18
ATM,BARD1
DDX47,RPL7L1
ATP5F1E,ATP5MGL
DDX24,NOP2
DHX29,POP1
CAPZA2,LIMA1
BUD31,DHX15
FZD5,WNT10B
MRPS22,UTP23
ANKRD27,NFKBIA
GINS3,MCM7
F2R,F2RL3
KMT2C,RBBP5
HDAC1,NFKB1
DOK1,ITGB5
HNRNPU,RPS15A
FAM171A2,RPS6KC1
DUX4,HEY1
NDUFA10,NDUFA4
NDUFA11,NDUFS2
MAP2K7,SH3RF1
ARL6IP1,SH3PXD2A
AURKAIP1,PTCD3
GPI,TPI1
DIMT1,RPS15
DKC1,MYBBP1A
MYH9,WAS
DNAAF2,DNAAF5
EIF2S1,TRMT112
DDX47,GAR1
NDUFAF6,TIMMDC1
MT-ND1,NDUFA6
ATR,CLSPN
ACTB,IQGAP2
ACTG1,SMARCB1
GATA2,RAD21
MFAP1,U2AF1
CSK,HLA-DRA
DDX39B,EFTUD2
NUP205,NUP88
F2RL2,GNAI3
AXIN1,BTRC
EIF4A3,MFAP1
HMGB2,TES
DNM2,MYO1C
NFS1,NFU1
MRPL20,MRPL35
DDX18,DKC1
MKI67,MTPAP
ARF4,RAB11A
CSNK1A1,RHOB
G3BP1,PA2G4
HNRNPM,RPL36A
ABCD3,PTDSS1
MED10,THRAP3
AP2M1,AP4E1
KDM1A,KDM4A
DDX10,ZCRB1
DNM1L,GNG2
HP1BP3,RPL13A
ARVCF,SLIRP
NOL11,RPS14
DDX39B,SRSF6
CHEK1,WEE1
DEPDC5,WDR59
DMXL1,WDR7
CNOT6L,TNKS1BP1
MLXIPL,PRKAG2
NDUFB5,NDUFC2-KCTD14
MCM2,POLA1
FGFR4,PTPN11
HMOX1,NFE2L2
BTK,CD14
G3BP1,PUM3
HMG20B,SNRPF
L1CAM,NUFIP1
DNM1L,STX1A
CSTA,CTSV
HIC1,SUZ12
BRIX1,RPL18A
CTNNB1,LRRFIP1
MBD3,TAF9
CCT5,PDCL3
CCNC,CDK19
DDX39B,SNRPB2
CARM1,NCOA3
FAM83H,SEC24C
DDIT3,NFE2L2
G3BP1,RPL28
MRPL55,MRPS5
GRWD1,IFRD2
CPOX,HIBADH
CLDN7,MARVELD2
ACTB,DPF2
ARL6IP1,RPL32
FRG1,HNRNPM
DNM1L,GSKIP
DDX56,RBM34
ADAR,SLTM
HNRNPU,NPM3
INTS3,POLR2H
CHEK1,FANCE
BRIX1,RPL36
ARPC1A,DNAJC1
DDX56,LARP7
CCNE2,CUL1
BTF3,DDX47
ATXN7,USP22
NR4A3,TP53
CLTC,KDM5C
LUC7L3,SRSF1
MRPL48,MRPS24
GTF2F1,METTL14
MYC,SMAD2
GCLM,TBCC
EIF1,EIF2S3
CUL1,FBXL19
AATF,AVEN
EFNB2,FYN
DRG1,ZNF22
MRPS22,ZBTB24
ABT1,NMNAT1
NFKB1,YY1
BRIX1,UPF1
DDX5,ILF2
DDX56,RRP12
ITGB1,TLN1
CDC42BPA,LURAP1
AATF,DHX30
DDX23,MFAP1
EIF3G,EIF3L
FGF21,FGFR1
BNIP1,ZW10
CDC6,DTL
GLG1,RPS13
MRPS25,MRPS31
DUSP10,MAPK9
NUP205,NUP50
MCRS1,RINT1
CASC3,RBM8A
EIF2S1,SLC25A6
DDX47,ZCCHC3
HYAL2,NAGLU
NDUFA3,NDUFC2
CUL3,DVL3
HNRNPM,RPL35
MRPL22,RPS17
DDX39B,PABPC1
FBXO46,RASIP1
DDX10,DDX47
NOP58,NUFIP1
FILIP1L,FLNC
MDM4,RPS27A
GOT2,UBE2L3
FZR1,UBE2C
DDX24,ZBTB11
FN1,ITGB2
CENPU,KIF23
ARHGDIA,RAC2
MRPL35,MRPS9
MAK16,NIFK
NPLOC4,SVIP
AP3D1,SNAPIN
BRIX1,RRS1
LYAR,RPL36A
AATF,DDX21
DAP3,MRPL49
CDC45,CDC6
ATR,GCN1
MRPL54,MRPS21
DDX56,LIN28B
CBX3,EHMT1
JADE3,KAT7
AQR,CTNNBL1
CHTF18,RFC4
MBD2,ZNF423
ATR,XPC
CCNT1,CDK8
HOXC9,MAPK14
CDK8,MED6
MRPL49,MRPS2
GRAP2,USP8
BAG4,DNMT3B
HNRNPM,RPL22
MCM7,PTRH2
BOP1,LARP7
EPB41,SPTB
CYP51A1,GHDC
GTF2A1,GTF2H1
DERA,RBKS
DDX31,DHX29
CCDC8,CUL7
DDX3X,HNRNPM
BUD13,HP1BP3
MRPL14,MRPS33
DDX24,TTF1
ADAR,UPF1
DDX20,SNRPB2
C1QBP,LBR
HNRNPU,RRBP1
CEP295,OFD1
CLTA,LDLR
CTBP1,HMG20A
EOGT,OGT
IMP3,NKRF
DIMT1,UBA52
DHX15,LSM4
AP3B2,AP3D1
BRIX1,RSBN1L
KIAA1328,OFD1
GLE1,SEH1L
CCT3,VBP1
IGF2BP2,MRPS22
NDUFA11,UQCRB
CSPG4,ITGB1
AARS2,NAA35
EMG1,TEX10
GADD45GIP1,MRPL40
DDX3X,DHX16
CFL1,CTTN
CTTN,PRKD1
EMG1,RSL1D1
FMR1,USF2
NKRF,REXO4
APLNR,GNAI3
DNTTIP1,ZNF541
ATR,TOPBP1
CBX3,SUV39H2
EEF2,RPS6
MNAT1,POLR2H
GTF2H4,TAF9
CTR9,POLR2B
AQR,MAGOH
DNM1L,SNAP91
DIMT1,RPL35
LYAR,PAK1IP1
LARP7,SRP72
BARD1,RMI1
EIF2S1,RPS25
DDX20,KIF14
FYN,GNAZ
CDC25C,MAPK9
FUT11,NAGLU
DHX16,SNRNP27
GAR1,RBM28
GGA2,IGF2R
MRPL16,MRPL49
LIN28B,NKRF
ITPR3,PSEN2
C8orf33,UTP18
MRPL35,MRPL9
LIN52,RBL1
FASTKD2,RPUSD3
ACTL6A,TBL1XR1
GRWD1,IGF2BP1
BARD1,RPA1
HP1BP3,RSL24D1
MCM2,MCM4
FYN,SHC1
NAA15,NAA16
NR5A2,PPARGC1A
MCAT,NDUFAB1
CYFIP1,ROCK2
GLRX3,NAE1
BCAS2,SNRPA
CAPZA2,PPP1R12A
MED10,POLR2D
MRPL3,MRPS33
AIMP1,SDCBP
DDOST,DERL2
DDX5,SF3A2
EIF4E,FMR1
CSNK2A2,PTPRC
AATF,PDCD11
GAR1,PUM3
DNA2,POLA2
MRPL16,MRPL48
CKLF,CMTM3
EHMT2,KDM5C
MT-ND1,NDUFA5
CHTF18,PCNA
CFL2,TMOD3
MRPS27,MRPS33
MRPL3,MRPS7
MANEA,OLFM2
ATR,ZW10
FBL,NSUN2
DKC1,TEP1
ACTR3B,FAM98B
BHLHE41,NFIL3
CALM2,DST
BAK1,BBC3
DEPDC5,SEC13
AQR,SF3B4
IL1B,MFGE8
APPBP2,GPS1
G3BP1,RPL34
NEK9,PLK1
B9D2,TMEM216
FASTKD2,MRPS30
ATP6V1B2,ATP6V1F
DST,IRF1
ATR,MCM10
EEF1A1,EEF2
CETN2,CUL4A
GTF2B,GTF2H3
ABI1,CYFIP1
BIRC5,CDC20
ATP5ME,NDUFB5
FOXO1,WDFY2
LARP7,RRP9
CCDC85B,MCRS1
CEP128,NIN
BHLHE41,CLOCK
MRM3,MRPL35
MED8,OPA1
BAK1,BAX
GOT2,TIAL1
DNM2,NOS3
ITGB1BP1,ITGB5
BAMBI,DVL2
DDX54,DDX56
AATF,WDR43
NOTUM,SHH
MYH9,MYL9
GDF15,PYROXD1
CCNK,TTC9C
MYL12A,PAK3
MALSU1,MRPL15
ANKRD52,PPP6C
ACTB,CHD4
CEBPZ,FOCAD
ACTR10,DYNC1I2
G3BP2,RPS21
G3BP1,NAP1L1
DRG1,LARP1
NUP205,NUP54
LAMTOR1,PRKAA1
CALML5,MYLK3
DDX39B,LSM6
GADD45GIP1,MRPL51
MRPL52,YARS2
EEF2,RBM28
DDX56,MPHOSPH10
ADD1,TMOD1
G3BP1,RPL15
DDX31,LYAR
BMI1,KIF23
DBF4,MCM5
H3-3B,KAT2A
CTBP2,TCF7
ATP6V0A1,ATP6V1F
NDUFA5,PALB2
MED10,POLR2F
LARP7,NOC3L
AXIN1,FOXM1
NDUFS2,NDUFV2
CENPK,HSPA5
MCRS1,TAF1
CORO2A,PPP1R12A
MAPKAPK2,RPS6KA5
CSNK2A2,XRCC1
DNM2,PSTPIP1
CCND1,CDKN1B
G3BP1,RPL10L
ANXA1,S100A9
ABI1,KIAA1522
NSUN2,RPL18A
NDUFAF2,NDUFS6
ATR,POLH
EEF2,PUM3
CAPZB,GALNT1
LSG1,NAA35
KPNA3,NFKB1
HNRNPD,HNRNPH3
CCDC57,LAMTOR3
GRWD1,RPL18A
HNRNPU,PRPF8
DDX47,NAP1L4
DDX24,RPL17
CRADD,FADD
CCDC137,NVL
DBNL,DLGAP4
EMG1,NOL11
AQR,DDX3X
MRPS36,MRPS5
EEF2,RPL28
FGFR1,L1CAM
FYN,GSK3B
GTF2E1,TAF13
CCNT1,NCL
DES,MEF2D
MED10,MED27
GAR1,WRAP53
DKC1,POP1
CUL1,POLR2H
HYAL2,LYVE1
IL17RA,IL17RC
MRPS14,MRPS18B
DAZAP1,PPIAL4D
FADD,MAP2K7
LYAR,MOV10
GNA13,LYN
MRPS25,MRPS7
CCNC,SMARCA2
AP2A1,EPS15
DAZAP1,TKTL2
AGRN,FBLN5
ATR,RAD1
MRPL37,MRPS25
CAPZB,SH3KBP1
NUFIP1,SNU13
AURKB,CHEK1
DDX17,U2AF2
ANXA1,EVPL
MCM10,TICRR
NUFIP1,SYN2
CUL1,GLMN
KRI1,PAK1IP1
CPSF6,DDX5
DNMT3A,DNMT3B
DNM1L,STXBP1
ATP5MC1,ATP5MG
MBD3,SMARCD2
GNA13,PRLHR
ATP5ME,COX7C
ACTG1,CFL2
CDK19,MED30
ANK3,SCN2A
CDC20,MXI1
ANAPC2,ANAPC7
NENF,SELENOM
