entity1,entity2
CIAO2B,SLC25A5
MRPS2,MRPS34
MRPL27,RPS2
LAMP1,LAMP2
BRD1,MEAF6
CARD10,FBXO9
MYT1L,POU3F2
DOCK7,NBEAL2
ESR2,HSP90AA1
MRPL24,RPS21
BUD13,FOCAD
ATF2,ATF4
LIG3,PNKP
NEDD4L,SMAD3
BYSL,RPL35A
APOA5,LPL
HNRNPA2B1,WDR83
DDX54,RPS17
KHDRBS1,SLTM
ANAPC16,GNPTAB
NOL6,USP10
FOXO3,TSC22D3
COX7A2L,NDUFS4
DGKE,PDE3B
MRPL13,RPS28
KCNH2,SCN5A
NOLC1,RBM34
FAAP100,FANCL
APH1B,TRAF6
FZD2,WNT11
MAP3K7,PRKAA1
CCNT2,SUPT5H
NIP7,ZNF189
IL12RB2,JAK1
HSPD1,SNRPE
FOSB,FOSL1
CCDC124,USP10
MAPT,TUBA8
CALR,RPLP1
GCC1,GOLGA4
MAD2L2,POLD2
LARP1B,NOP2
MRI1,TNRC6C
MRPL10,MRPS18B
ARID5B,RUNX1
MRPL17,MRPL32
DEK,SRRM1
NACA2,RPL3
MTHFD1L,RPL12
NDUFA9,SIRT3
AATF,MAK16
IFRD2,RPL23A
ARL13B,RNASE1
CEBPA,PCSK7
ACRBP,CSNK1G2
MYH7B,NOLC1
HRAS,PIK3CD
MTHFD1,MTHFD2L
MRPL41,MRPL50
GZF1,UPF1
AAR2,SLC7A6OS
FASTK,HNRNPA1L2
CAV1,ESR2
MTREX,PRPF6
ENAH,LCP2
DDX55,MRPS22
DDR1,IFNGR1
CKMT2,GAMT
C4A,CFH
CCDC86,RPF2
HDAC5,TRAF1
CCAR1,PURB
CDK1,RRM2
LDHA,ME2
ALDH18A1,ALDH4A1
C14orf93,ZBTB21
GGA1,IGF2R
GEMIN4,KIF14
IKBKB,NCOA2
ATF3,JUN
HCFC1,SERPIND1
NEDD8,UCHL3
LSM4,SF3B6
INF2,MISP
HTT,TCERG1
LCP2,NCK1
ASXL2,KDM1B
ADSS1,ITPA
MAK16,STAU2
IGF2BP3,SRSF6
MRPL20,MRPL50
NAP1L1,RPL18
FAU,RPS28
AKIRIN2,PSMA7
NFKB2,USP2
MRPL22,MRPL53
FYTTD1,MPHOSPH10
MRPL46,MRPS24
MYBBP1A,PHAX
CHPF2,COL18A1
BCAP31,ENDOD1
MTA2,SMARCC1
CORO1B,HMGB2
DDX27,MAK16
DDX55,ZC3H8
AP3B1,NEDD4
GZF1,RRS1
ACOX1,SIRT5
GDI1,RAB3GAP2
IGF2BP3,SNRPB2
BYSL,EIF3B
CENPA,CENPT
AR,NR0B2
CENPC,CENPH
APBA1,LIN7B
DCX,MAPT
DTX1,ITCH
CHID1,NID1
EIF4A2,EIF4G1
LRP6,WNT16
MAN2A1,MAN2A2
MAK16,YBX2
CBR1,SPR
CEP128,KIF2A
LARP1B,RPS5
IFNB1,IRF7
CCDC124,DHX57
MRPL21,MRPL57
MRPL38,MRPS31
MRPL13,MRPS9
DHX57,NOL12
BAZ1B,NOL7
MORF4L1,MRGBP
CALR,PDIA3
HRAS,SRC
MTHFD1L,RPS11
MRPL44,MRPL55
DDX54,RPS26
GPM6A,MAPT
CALR,RPL18
ARHGAP35,SRC
GNA14,HCRTR1
CUL4A,DCAF5
LUC7L,SNRPD1
GAB3,GRB2
IPO4,RBBP4
IRS2,JAK1
MOV10,ZCCHC3
EIF4A1,EIF4A2
NOC3L,SRP72
AP1S1,CLVS2
GNL3,NOL6
CCDC86,GZF1
MTHFD1L,RPL21
MYO19,MYO1B
FAH,HPD
CLCN7,TCIRG1
HAX1,XIAP
IGF2BP3,RPL27
DPY19L1,USP24
GZF1,RSBN1L
BID,CASP2
NRL,RBP3
FLCN,RBCK1
GIT1,PAK3
BYSL,RPL5
ATP6V1A,YY1
AP3M1,AP3M2
DNMT1,E2F5
DDX54,RIOX1
CASP8,DDX58
KAT2B,KAT5
NOL6,RPL7A
MPHOSPH10,RPS4X
MRPL45,MRPL53
ABCC4,RRAGB
MAK16,RRP36
LIN28B,MOV10
ATP2A3,GHDC
FANCA,MLH1
NAP1L4,RPLP2
BIRC5,DLGAP5
BLM,TFB1M
CBFB,H3C15
CALML4,RYR3
CCDC86,IMP3
CALR,PDIA4
IL12RB1,IL23A
MRPL18,MRPS10
CAT,SOD2
ALDH1A2,CYP26A1
BAZ1B,RIOX1
GALC,UGCG
AKR1A1,ATOX1
CBFB,PAX5
INTS2,PPP2R1A
DHX37,RPS6
F12,GP9
MRPL4,MRPL47
NIP7,RPL26
CALR,RCN3
CAPZA1,NEDD4
CIRBP,SNRPC
CDCA2,RANGAP1
LARP1B,ZBTB11
EXOSC5,EXOSC7
EIF2B4,HEATR3
NARS2,YARS1
CSNK2A1,HMOX2
GTF2B,POLR2C
CCDC8,RBX1
CYP1A1,EIF2AK2
FRK,MIPOL1
FBL,IFRD2
ACER3,ASAH1
ATP6V1E2,ATP6V1H
IGF1,IRS1
MAPK1,NR4A1
BAZ1B,RPL6
CD47,ITGA2B
MRPS33,MRPS6
MAPK12,MAPKAPK2
INF2,MYO1E
CD24,L1CAM
CD47,SLC9A6
CBL,GRB2
BTF3,MYH7B
MYOD1,SMARCA4
MCAT,RCC1L
FTSJ3,FYTTD1
GRHPR,HAO1
DRG1,NSD2
ASAP2,NCK2
NBN,NSD2
MRPL9,MTIF2
MRPL13,MRPL9
MAGEA1,NSMCE4A
ARID2,SMARCC1
ITPR1,PPIF
MRPL2,MRRF
AKIRIN2,LMF1
ANXA7,PCMT1
LRIF1,MAP7D3
BBS10,MKKS
BAZ1B,EEF1A1
NCOA1,STAT5A
EPRS1,GAPDH
LARP1B,TTF1
FANCF,RMI1
MAP2K1,MAP3K21
CDK1,ORC1
GSTO1,PRDX6
EBNA1BP2,FYTTD1
DDX10,MYBBP1A
BCL2L1,CASP8
AP3D1,AP3S1
NDUFA9,NDUFS5
CHM,RAB5B
BRCA2,FANCG
DUSP3,MAPK3
ABRAXAS1,MRE11
FABP3,GPX4
DGUOK,RAB3A
DZIP1,IFT88
CISH,FLT3
NAA30,NAA38
NUP62,TUBG1
CSRNP2,EIF2AK4
IGF2BP3,PABPC4
CAMK2D,ITPR2
DDIT4,KIAA1586
CCDC71,ZBTB2
FANCF,RPA1
CNN1,SRF
LRP5,SOST
ETFA,FABP5
DOK4,FYN
GART,MTR
DDX17,IPO7
HDAC2,KDM6B
IGF2BP3,NOP56
CARHSP1,DYRK2
MRPL50,MRPL52
CENPM,HSPA8
IGF2BP3,RPS27A
CDK1,E2F1
BOP1,DDX54
MRRF,TSFM
AKT2,MAPK3
CEBPA,GATA3
AURKB,BUB1
IRS1,MTOR
DBNL,DLG2
IFRD2,MEPCE
APIP,CASP9
NCOA1,NR1H3
MRPL13,TUFM
IGF2BP3,LSM2
MTHFD1L,NMNAT1
CCDC59,PURA
HCFC1,KDM6B
BAZ1B,RPS15A
IL9,JAK1
IGF1R,PTPN1
MYL3,MYL4
HMGB3,PATL1
MRPL28,MRPS9
CEBPA,STAR
CCDC59,RRP15
NUP214,NUP62
MAN2A1,UGGT2
NAT14,PEX19
MOV10,MTREX
ITPR1,PRKACG
FAM118B,FAS
HES1,NOC3L
HEATR1,RPS6
MRPS11,RPS28
ASL,NOS3
ARAP1,CASKIN2
EGFL7,EGFL8
IGF2BP3,MRPS22
CDC73,GLI1
LARP1B,ZNF668
MRPS23,MRPS6
CALR,DHX30
ACADS,SEPHS1
NOL6,WDR75
CDC37,YWHAG
CASP6,PSEN2
BAZ1A,HDAC2
EPC1,MRGBP
NFKB2,POLR1B
ARFGAP2,PTBP3
BTF3,RPL18
ARID1B,BRD9
ACOX3,HADHA
HNRNPA2B1,PABPC1
C2orf68,GNE
ASL,NOS2
CD99,ICAM1
ACOT7,NECAP1
KPNA5,KPNB1
CCDC59,SERBP1
GDI2,HPS4
DNMT3A,MYC
MAPK1,MYB
FOXO3,PPP2CA
NOL6,ZKSCAN8
ELF4,KDM6A
LSM4,NCBP1
MYL6B,MYO19
CD63,KIAA1549
IKZF5,ZNF445
CPSF6,LRRC47
NAP1L1,RPL27
MRPS11,RPS6
CCDC124,ZKSCAN8
NIP7,NSUN6
FAU,RPF2
CEBPB,GATA3
LRP5,WNT5A
CXorf66,FAU
CIRBP,SNRPB
DDX55,UTP14A
DDX55,KRI1
FYN,LCP2
MRPL21,MRPL33
CEBPB,STAR
BAZ1A,MTA2
NAP1L1,PABPC1
LARP1B,ZSCAN25
MINPP1,SEC23A
GORASP1,RAB1A
FAU,TUFM
BOP1,C12orf43
ACACB,ACSS2
ARHGEF25,GNA15
MRPL42,MRPS18A
CD19,IFITM1
CHUK,PPP6R2
CAMK2A,JAK2
NFKB1,NFKB2
BUD13,ZNF770
ATP6V1B2,PRKAA1
ACTB,HDAC2
GGCT,OPLAH
C12orf43,ZNF574
IFNAR2,IFNE
MYBBP1A,NCL
ENO2,PKM
CHMP1A,CHMP5
CDK1,HMGA1
BTAF1,IPO8
LCP2,ZAP70
MRPL21,MRPS33
LRP5,WNT10B
CPSF6,MTREX
MAP3K7,MBIP
CEBPA,LEF1
MRPL20,MRRF
BAD,RPS6KA5
NOC3L,SKIV2L
MTHFD1L,NOP58
EXOSC10,NOL6
BUD13,NUDT21
LGR4,MAP2K2
AR,NCOA1
ALDH1A1,RDH11
BAZ1B,NPM3
MAPK14,NFATC4
IL17RA,UGGT2
IQGAP1,LMNB1
HADH,HADHB
AKT2,RAF1
CCDC124,SLC25A5
CHAC1,GPX4
GLB1,NEU1
MRPL21,MRPS7
BUD23,BYSL
MTMR12,MTMR2
FOS,MAFB
MPHOSPH10,NSD2
BYSL,UTP15
CHUK,FADD
CALR,PABPC1
MRM3,MRPL50
NOS3,PRKAA1
ABRAXAS1,SUMO1
FIS1,PEX11A
IQGAP1,MAP2K2
NECAP1,SAR1A
AAR2,PRPF6
GLS,NUFIP1
MYO19,RHOT2
H6PD,LDHA
BIRC5,XIAP
AHCY,DNMT3B
IGF2BP3,LSM6
EPHX1,GSTM1
HNRNPA2B1,PLRG1
MRPL24,MRPL46
CDC37,SNRPD1
BEST1,OTX2
ESR1,GTF2A1
DECR1,NPM1
IFT172,IFT80
ANAPC1,ZNF12
C12orf43,NAT10
DDX21,NIP7
MRPL22,MRPS31
MTREX,SNRPA1
ATP6V0A1,ATP6V0D2
ATG7,GABARAPL1
MRPL40,MRPS18C
FZD2,WNT4
CIRBP,RBM15
DDX54,WDR36
CDH13,DGUOK
DPYSL5,GLS
CCDC86,DDX10
MRPS9,RPS16
NDUFA2,NDUFV3
CBFB,SMAD4
BAMBI,SMAD7
MPHOSPH10,RBM19
BRCA1,CDK1
MRPS21,MRPS24
NOL6,RPS9
ARL14EP,SETDB1
LARP1B,RPF1
MSH6,RFC2
JAK2,SH2B1
MAP2K1,MAPK11
MYOD1,PRKCA
CDON,MAP3K5
MC2R,MRAP2
MOV10,SNRPD2
HSF1,IFT88
NAP1L1,NOP56
NCBP1,PRPF18
ANAPC15,FZR1
MSH2,TFAM
NAP1L1,RPS27A
H3-2,NSD3
KDM5B,PAX9
CENPS,FANCA
HADHA,PA2G4
MTIF2,PDCD2
BMS1,UTP11
AAAS,SEH1L
IWS1,SRSF6
EEF1G,IGF2BP3
CCDC86,DRG1
F11R,ITGA2B
MRPL18,MRPS24
MSH3,PMS2
ACTG1,CORO1B
NCOA1,PGR
GNA11,SMPDL3B
LARP1B,RPL17
FAF2,SEL1L
CCDC124,SURF6
FEN1,MSH2
CDK1,UBE2A
AR,EP300
HADHA,PUM3
CEBPZ,NOL6
API5,THRA
HNRNPA2B1,RBMX
GRIN2B,HRAS
FASTKD2,MRPL41
CUL4A,SRRT
NEDD4,UBC
BLOC1S6,BORCS5
MRPL45,MRPS31
COBL,TES
BRPF1,H3-4
BAZ1B,RRBP1
MTREX,SRSF9
HDAC1,PRMT5
MRPL50,YARS2
APBB1,HDAC1
MAN1A1,MAN2A1
HADHA,RPL28
CALU,P4HA2
C14orf93,ZNF445
EIF3C,FAU
MALSU1,MRPL44
FBXO7,PSMB6
COPS7A,CUL4A
AFMID,STK17B
CBFB,EP300
CIRBP,ZNF207
FBXO6,SKP1
DOCK2,RAC2
NCBP1,SLBP
CRLF1,JAK1
GRB2,ITGA2B
HOXB6,MKNK1
NEUROG3,ONECUT1
HPS4,HPS5
KNOP1,RSBN1
ITPR1,VDAC1
MYO9B,RHOA
BUD13,CTCF
CHUK,HSP90AA1
HSPB11,IFT172
IPP,TBC1D9
NOL12,YTHDF3
LSM7,MTREX
CEP162,MYO18A
CCNE1,RBX1
KIAA1549,LGALS8
MOV10,TSR1
LSM4,SF3B2
CORO1B,PPP1CB
F2R,GNB1
FOCAD,NSD2
NFYA,OGG1
ESCO2,SMC3
HCFC1,TEX10
ARPC5,FAM98B
C12orf43,DHX29
HDAC2,MBD3
DHX9,MOV10
MRPL39,MRPL46
H2AX,NSD2
BAZ1B,VDR
ISY1,NCBP1
MRPS10,MRPS2
HSPB11,TRAF3IP1
DDX10,MAK16
CALML4,MARCKS
HSPH1,TUSC2
ABT1,IGF2BP3
GFI1,HDAC3
GRB2,HRAS
BTF3,RPL27
LSM4,XAB2
BMS1,MYEF2
LSM4,SF3A3
NAP1L4,RPL18A
GAS2L3,IQGAP1
DDX18,KNOP1
MTREX,PRPF3
MSH2,TAF9
GPI,MPI
MRPL24,MRPS27
ATP5MC2,ATP5MG
MAN2A1,SIAE
CRYZ,LDHAL6A
FOXM1,MELK
CENPF,FNTA
FANCE,FANCF
COMTD1,IFRD1
BTF3,PABPC1
EGLN2,HIF1A
HSPB2,MAPK11
CCDC59,NOL10
BTBD2,CUL2
C4BPA,CBFB
MAP3K6,PLEKHO2
ARPC5L,EFHD2
MRPL53,MRPL54
CAND1,CUL1
NCBP1,NCBP2
BAD,PIM1
MRPL13,MRPL36
DEK,RNPS1
CBL,IL6ST
MRPL40,MRPL41
NAP1L4,RPL36
BLM,RFC4
HCLS1,PXN
IGF2BP3,UTP14A
MRPL41,MRPL43
IGF2BP3,KRI1
CALML3,ITPR1
IGF1R,INSRR
NDUFA9,NDUFS8
DCN,IGF1
HDAC1,SOX6
CLEC2D,KLRB1
KLF9,NR3C1
FYTTD1,NOL6
BMPR2,SMAD1
GALK2,MVD
NOL12,PRDM15
DMAP1,DPCD
BSG,GNPAT
NCAPD3,NCAPG
HSPA4,MYH10
GLOD4,TXN
ALCAM,LGALS8
CCND2,PCNA
MRPL32,MRPS10
ATP11B,TMEM30A
ABI1,EPS8L2
MOV10,RIOX2
GTF2B,SNRPB2
DYM,THADA
MYO19,ZDHHC5
HADHA,RPL23
GNA11,TBXA2R
MRPL40,MRPS11
MTREX,SRSF3
CDK1,KIF2C
MTOR,ULK2
DENND5B,GDI2
ANXA2,CD63
MRPL10,MRPL4
GPT2,HIBCH
IQGAP1,MEN1
AGO2,AKT3
ING3,MRGBP
CDK5RAP1,EXOSC5
MRPL27,MRPL9
ADSS2,AMPD3
ARID2,TBL1XR1
NIP7,ZNF574
BACH1,MXI1
ECHS1,EHHADH
LCP2,PLCG1
DLGAP5,NEK2
FCGR2A,PIK3CA
ESCO2,PDS5A
KRI1,LARP1B
H4C7,HJURP
API5,NMI
FAU,RPS4Y1
GCLC,TBCC
AKIRIN2,AMT
MSH2,XRCC6
EMC2,EMC9
ADAM17,TNF
BRAP,KSR1
CUL4A,DDB2
FAM3A,MFGE8
NCBP1,PRPF8
IFRD2,RPS3
GATA4,MYOCD
AHSP,HBB
EGLN3,VHL
IL17RA,SIAE
CTNNB1,NKX2-5
ALK,HRAS
DDX31,FYTTD1
HYAL2,MAN2A1
FLOT1,RIPK1
GEMIN5,GEMIN7
ACADVL,CPT2
BMS1,DCAF13
AR,RUNX2
BTF3,RPS27A
CDC27,CDK1
MAPT,PHKG1
ALG5,DPAGT1
FAM8A1,OS9
MISP,MYO18A
LARP1B,SMARCA5
ITCH,UBAP2L
AHCYL1,CSNK1A1
ESR1,TRRAP
BMP1,COL7A1
CCDC59,RPL7L1
FTSJ3,NSUN6
HNRNPA2B1,SNRPF
ANP32A,CDK11B
KDM6B,MTA2
ISG15,MX1
CTSF,SIAE
ADH5,UPP1
IL27RA,JAK1
BCL3,NFKB2
ANAPC15,FBXO5
LUC7L,SNRNP70
HDAC3,MECP2
C12orf43,STAU1
ACTRT1,COBL
CNOT6,CNOT6L
HEATR1,RPS27
BLVRB,HMOX2
EHHADH,GCDH
MAGOHB,SNRPG
DDX58,IRF3
ITGA2B,SYK
NCKAP1L,RAC2
ACTL7A,CTNNAL1
FBXO38,NAA35
ITGA5,ITGA7
CLN5,CLN6
FADD,MYD88
CAMK1,SYN1
CENPM,NUP93
KHDRBS1,PIK3R1
HDAC1,PHF21B
IGF1R,IRS4
GIT1,GIT2
CCDC124,SRPK2
CCDC59,GAR1
GZF1,RPL13A
MYO19,TMOD1
CHUK,KPNA2
FSCN1,PPIA
C12orf43,LYAR
IKBKB,TBK1
CBL,STAM
FYTTD1,ZNF770
NFIL3,PTEN
EIF5B,HIF1A
GATAD2A,KPNA4
DES,MYF6
DDX28,MRPL4
HNRNPL,LMNB1
MRPL21,RCC1L
BAIAP2,MAPK3
MAP3K7,POLE3
CPSF6,IGF2BP3
HIPK2,WSB1
DTX3L,ITCH
HADHA,RPL34
CDK1,TP53
CHUK,RELB
MEF2A,NFATC2
ANXA7,MPI
ARID3B,NUDT22
BMS1,DDX18
CALM3,ITPR2
NCBP1,SYF2
FAU,YBX1
HACL1,HGD
DECR2,PLS1
AGTRAP,MEX3B
GAS2L1,MAPRE3
DCLRE1C,UBE2V2
BMS1,NOP2
GATA3,TBX21
HEATR1,TBL3
DIDO1,ITGA5
NSD2,YBX3
CCNE1,FBXW7
ACTB,API5
KANSL1,RUVBL1
BOD1,KDM6B
NOLC1,TOP1
FSCN1,WDR82
ISL2,LMX1B
GDI1,RAB8A
DLGAP5,RGPD6
MRPS10,RPS8
FTSJ3,NIP7
AR,HIP1
CCDC57,SCLT1
KDM1A,MBD2
NFKB2,POLR2L
MRPL13,MRPL50
NOL6,ZNF574
MRPL50,MRPL58
FUT11,MAN2A1
CCDC124,RPS27L
CARD9,VHL
HADHA,NAP1L1
CENPM,CENPT
HIF1A,STC2
ATP6V1B2,LAMTOR5
IKBKB,RACK1
MRPL10,MRPS6
EBNA1BP2,NIP7
AKT1S1,TTI1
ATR,MRE11
HADHA,RPL15
BRF1,GTF3A
GFM1,MRPS11
CCDC124,ZNF574
CAMK2A,MAP3K7
FAM174A,NAT14
IGF2BP3,RPL18A
C11orf80,SPO11
CHID1,SIAE
ABCC1,ABCG2
EIF2AK2,ISG15
MRPL32,RPL4
EIF4G3,STIM2
MTHFD1L,RPS14
FOXP1,RABEP1
CUL9,OBSL1
FANCL,MLH1
COQ6,COQ8A
BUD13,PHAX
CCAR2,SIRT1
HADHA,RPL10L
COX4I1,PPARGC1A
AP4M1,AP5S1
MRPL21,MRPS35
LSM4,MFAP1
JAK2,SOCS2
IGF2BP3,RPL36
FKBP4,STIP1
MRPL43,MRPL44
ABL1,HIPK2
MTREX,PPWD1
DDX18,MOV10
IKBKG,IRF7
CCDC86,NSD2
ETS2,FOS
CCDC59,ZCCHC3
BUD13,RRP8
NEIL1,OGG1
IGF2BP3,UPF1
CIRBP,SRRM1
EPAS1,RBX1
CITED1,IRF3
MTA2,SMARCA2
MAP3K1,MAP4K2
EWSR1,ITCH
NKX2-1,SMAD3
MYEF2,NOL12
DDX39A,LEMD3
CDK1,TK1
CCDC124,NAT10
COG6,MTOR
CERS4,SGMS2
MRPL32,RSAD1
AKT1S1,MTOR
DBNL,SHANK1
FBL,MPG
GADD45GIP1,MRPL44
HOXC11,KDM6A
ACTG1,ANK1
EIF1AX,EIF4A2
BTF3,IFRD2
GATA1,LDB2
FES,PLXNA4
GALNT7,ITGA7
NCBP1,THOC2
GH2,JAK2
HSCB,ISCU
IGFBP2,INS
CALR,IGF2BP1
CCDC86,RBM19
NDUFA1,NDUFA9
DLGAP5,NUSAP1
MAGOHB,RBM8A
MKNK1,SPRY2
ADH1C,ALDH2
DENR,FIS1
NDUFB1,NDUFS3
NOC3L,UTP3
ERCC2,MMS19
FAU,RPS4X
MTREX,THOC5
MRPL24,MRPL54
MRPL32,SLC25A10
MAK16,UTP23
H3C1,KDM6A
NAV1,SCN1A
DRG1,KNOP1
CHUK,TNFRSF1A
CCDC124,RPS13
APOE,LRP8
IGF2BP3,RBM17
CYP7A1,DBP
IGF2BP3,RRS1
CD47,PTPN11
LRFN4,PTPRD
HRAS,RASSF5
ITCH,RNF135
DPY30,HDAC3
ATF4,CEBPB
FOXO1,HDAC2
CCDC124,RPL14
MRPL32,MRPS24
NMT2,WIPF2
IQGAP1,PRKAR2A
FYTTD1,RSL1D1
DNMT3L,HDAC1
BTN2A2,TMX4
BRAP,KLHDC3
MAVS,TBK1
CCDC105,MRPS6
NOL12,RRP1B
MAK16,TTF1
AURKB,BUB1B
CALU,RCN1
E2F5,SMAD3
HDAC2,HOPX
DDX18,LARP1B
MRPL1,MRPL50
HSD17B7,HSD17B8
B3GAT3,CSGALNACT1
CHUK,FBXW7
ATRIP,SETX
CREBBP,IRF7
NOL12,PES1
IGF2BP3,SNRPD1
BCOR,CBX8
DHX37,EMG1
MRPL15,MRPS34
MT-ND1,NDUFV3
MRPS14,MRPS18A
BMS1,ZBTB11
ING2,MORF4L1
BRAF,HRAS
BABAM1,BRCA1
D2HGDH,L2HGDH
CALR,G3BP2
NECAP1,NECAP2
IFT81,IFT88
NDUFAF4,NDUFV3
CDC37,PIK3R1
LARP1B,STAU2
MTHFD1L,RPL30
CALR,RPS18
GNA15,HCRTR1
HOXC10,LAMB2
CC2D1B,LEMD2
MGAT3,MGAT4A
CCN3,MZF1
BRCA2,RAD51C
IGF2BP3,RSBN1L
CAPNS2,LIX1L
LATS1,NUAK2
BCL2L1,CASP9
MRPL28,MRPL50
CCZ1,CHM
EIF4A3,NCBP1
H3C12,MLLT3
AAR2,NCDN
FBL,HADHA
BUD13,CCDC86
HMGB1,HOXD3
BTG3,CNOT1
API5,LSM8
MTIF2,POLR1E
MRPL36,MRPL4
HMCES,RPAIN
HAX1,VAMP2
CHUK,RPL6
DDX54,SRP72
KDM6A,NCOA6
DESI1,UBQLN1
C19orf47,DDX39A
ACTN4,INF2
NOL12,NOP16
CIB2,LHFPL5
FUBP3,NQO1
LARP1B,YBX2
DHX29,MYBBP1A
KDM1A,RAN
NOL6,RPS7
CDK1,KDM2B
ITPR1,PLCB3
BMS1,TTF1
BLVRB,CRIP2
FZD5,LRP5
FZD6,LRP6
MUS81,SCAF1
MRPL11,TRUB2
JUN,MAPK9
FZD2,GJA1
ALDH18A1,PYCR1
AP3S1,RNF13
EIF4H,EWSR1
MKNK1,PLA2G4A
HK1,HK2
IGF2BP3,SF3B3
DDX3X,HNRNPUL1
CDK4,E2F5
MRPL27,MRPL36
MEF2C,MYOD1
CCDC124,FARS2
CUL1,FBXO4
ARID2,SMARCA2
HBP1,RMND5A
MRPL27,RPLP0
IRF1,SOCS2
MYH10,PAK2
MRPL11,RPS18
LCP2,NCK2
IGF1,INS
CBL,FGFR2
MRPL37,MRPS18C
BAZ1B,SRPK1
CYBA,DVL2
EIF5A2,FAU
AHCY,FH
CDK1,CDKN1A
C15orf39,LCORL
C20orf27,CSRNP1
FOXA1,HSPA1B
MPG,MTHFD1
COX5A,COX7A2L
ACAT1,ECI2
MPG,TUFM
NOL12,RTCB
MRPS15,MRPS9
LARP1,MPHOSPH10
HADHA,MTHFD1L
NSD2,SPOUT1
CYB5RL,HBB
HDAC1,LMO7
ARHGAP35,RND1
BLM,PAXIP1
MRPL13,MRPL18
CCAR1,SLTM
ADH5,MDH2
CARHSP1,NRXN1
CLK2,MKRN1
HNRNPA2B1,ILF3
CHM,DENND4C
BLM,FANCF
GAD1,GAD2
BMS1,ZNF668
CASKIN2,CBL
GORASP1,SEC23A
KAT2B,USP22
DDX23,NCBP1
DOLK,DOLPP1
DEGS1,SPHK1
ARPC5,WAS
GTF2B,TAF4
BICD2,DCTN2
MRPS6,MTIF2
NFKB2,NFKBIA
NRIP3,RSC1A1
IL12RB2,IL27RA
DDX21,NOLC1
DCLRE1C,POLM
FAU,GAGE2A
BYSL,YBX3
MSH6,SRSF7
HIBCH,MRPS5
IPO7,NCBP1
ETF1,GSPT1
APOC4,LSR
EXOC4,EXOC6
CHCHD10,IMMT
KNOP1,ZNF629
BTF3,IGF2BP1
DDX54,RRP9
DDX55,PPAN
CERS4,SMPD2
KLKB1,MST1
FZD3,VANGL2
NBAS,ZW10
MRPL28,MRPL53
MTREX,WDR36
MRPL13,MRRF
MRPL3,MRPL53
AKT2,CBY1
FASN,OLAH
CYTH2,CYTIP
BDP1,GTF3C2
ACSL4,GALK2
DHX15,HNRNPUL1
AR,SEPTIN7
LDHA,PDHB
KDM1A,TAF9
BYSL,RRP7A
DDX55,MYBBP1A
NAP1L4,RPLP1
AGPAT3,FITM2
AGO2,XPO5
CBL,SH3GLB1
MRPS10,RPL37A
BMS1,ZSCAN25
ATIC,PAICS
AP2A1,REPS1
CHERP,IGF2BP3
ACAA1,HMGCL
CTNNB1,DVL1
DGUOK,DPYSL4
ALDH18A1,RANBP3L
MTOR,PIK3R1
MYBBP1A,PPAN
ATP6V1H,IGBP1
MRPL46,MRPS16
JAZF1,SRCAP
MRPL50,TBC1D8
FHL2,LEF1
ALDH5A1,ATOX1
HELQ,POLN
MOV10,PURA
MLLT3,SCNN1A
CCDC124,RPL13
CCAR1,PCNP
EIF3K,FAU
MTREX,WBP11
EFHD2,FAM98B
DDX54,NOC3L
ENO3,PGM2
GALC,GLA
AGL,AMY2A
BRAF,LAMTOR3
COX4I1,MT-CO3
CCND2,SERTAD1
NPHP4,RAB3IP
DHX57,FYTTD1
MRPL44,TRUB2
FOXO3,SGK1
EIF2S1,EIF4A2
KATNA1,KATNAL1
CA10,KCTD15
BTF3,G3BP2
MEPCE,NOLC1
IP6K1,IPPK
ANO6,CD47
HIF1A,NT5E
MRPS31,MRPS7
NOL6,SSB
NOLC1,RSL1D1
NSD2,PWP1
KALRN,MAPKAPK5
IFI27,ISG15
NCK2,TTC28
CDX2,NANOG
NOL6,STAU1
ENO2,TPI1
AACS,UGDH
EIF3B,NAP1L4
EGR1,IRX1
ATF2,POLB
HIF1A,SIRT6
MRPL21,SRP54
CCDC124,SSB
GTF2B,SMARCC1
ASNS,ATF3
CAMK2G,MAP3K7
MOV10,SERBP1
CASP9,NAIP
MTREX,PRPF18
B3GAT3,CSGALNACT2
CDK1,PPP1CA
IL10,JAK1
NTPCR,SNW1
GRWD1,MAK16
MAK16,RPL17
MPHOSPH10,RPF2
CCDC138,TTLL5
CCDC124,STAU1
INF2,PLEKHG3
HES1,RBPJ
DNMT3A,HOXA9
BUD13,CTNNBL1
B3GLCT,COL18A1
DBI,FH
EGLN1,EPAS1
IRF9,ISG15
CHD6,CHD9
NOL6,RPL32
MAP2K1,MAPK1
CALR,RPL8
DR1,KAT2B
MAP2K1,YWHAB
FOXF2,RICTOR
LUC7L,SPEN
ERLEC1,FAM8A1
MRPL47,MRPL50
ATXN7L3,SUPT3H
MOV10,XRN2
DRG1,MOV10
CSNK2A1,LEF1
IKBKB,NFKB1
MRPL17,MRPS18C
MYBBP1A,SPOUT1
FAU,SLC25A4
CCDC124,RPL32
NOL12,RBM34
GALE,GALT
CUL4A,GPS1
LSM4,SRSF1
ALDH5A1,GSTP1
MAPT,SYK
CCAR1,RBM17
C12orf43,UTP18
FARP2,TLN1
CEP290,MKS1
CCDC124,HSP90AB1
ABCC1,CXCR4
IPO7,SNRPD2
AREG,WT1
ENSA,PMVK
F10,FURIN
NAP1L4,RPL18
GTF2B,POLR2J
